State,Constituency,Candidate,Party,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities
ANDHRA PRADESH,ONGOLE,BELLAMKONDA SAIBABU,JANASENA PARTY,0,GRADUATE PROFESSIONAL,49,13866784,2472903
ANDHRA PRADESH,ONGOLE,BILLA CHENNAIAH,IND,0,12TH PASS,49,2837000,1846848
ANDHRA PRADESH,ONGOLE,DR SIRIVELLA PRASAD,INC,0,DOCTORATE,51,,
ANDHRA PRADESH,ONGOLE,KAVURI VENU BABU NAIDU,IND,0,10TH PASS,41,2291000,1050000
ANDHRA PRADESH,ONGOLE,KONDA PRAVEEN KUMAR,NAVODAYAM PARTY,0,10TH PASS,45,20000,0
ANDHRA PRADESH,ONGOLE,MADHU YATTAPU,IND,0,GRADUATE,33,,
ANDHRA PRADESH,ONGOLE,MARAM SRINIVASA REDDY,PRAJA SHANTHI PARTY,0,POST GRADUATE,27,52197,0
ANDHRA PRADESH,ONGOLE,SIDDA RAGHAVA RAO,TDP,0,GRADUATE,61,916836770,129414369
ANDHRA PRADESH,ONGOLE,THOGANTI SREENIVASULU,BJP,0,GRADUATE PROFESSIONAL,44,19563101,2920000
ANDHRA PRADESH,ONGOLE,VENKATESAN BABURAO,INDIA PRAJA BANDHU PARTY,0,GRADUATE,34,,
ANDHRA PRADESH,ONGOLE,VENKATESH VEPURI,IND,0,10TH PASS,32,41836,0
ANDHRA PRADESH,RAJAHMUNDRY,MARGANI BHARAT RAM,YSRCP,2,GRADUATE PROFESSIONAL,36,458205360,17814757
ANDHRA PRADESH,RAJAHMUNDRY,AKULA SATYANARAYANA,JANASENA PARTY,0,POST GRADUATE,55,673924565,461954372
ANDHRA PRADESH,RAJAHMUNDRY,BANDARU RAJESWARA RAO,JANA JAGRUTI PARTY,0,5TH PASS,59,205700,0
ANDHRA PRADESH,RAJAHMUNDRY,GEDDAM DAVID NELSON BABU,AMBEDKARITE PARTY OF INDIA,1,POST GRADUATE,60,,
ANDHRA PRADESH,RAJAHMUNDRY,KURUVELLA BHANU CHANDAR,IND,0,10TH PASS,34,40000,0
ANDHRA PRADESH,RAJAHMUNDRY,MEDA SRINIVASA RAO,RASHTRIYA PRAJA CONGRESS (SECULAR),2,POST GRADUATE,50,,
ANDHRA PRADESH,RAJAHMUNDRY,NALLURI VIJAYA SRINIVASA RAO,INC,0,12TH PASS,55,562700,261693
ANDHRA PRADESH,RAJAHMUNDRY,PARAVASTHU SATYA GOPINATH DAS,BJP,0,12TH PASS,48,3939990,0
ANDHRA PRADESH,RAJAHMUNDRY,SRINIVASA RAO SANGISETTI,PYRAMID PARTY OF INDIA,0,ILLITERATE,50,6835000,200000
ANDHRA PRADESH,RAJAHMUNDRY,VENU KOLLAPU,IND,1,GRADUATE,41,1330000,900000
ANDHRA PRADESH,RAJAMPET,P.V.MIDHUN REDDY,YSRCP,3,POST GRADUATE,42,665085701,205473477
ANDHRA PRADESH,RAJAMPET,ASADI VENKATADRI,RASHTRIYA KRANTIKARI SAMAJWADI PARTY,0,12TH PASS,61,850000,80000
ANDHRA PRADESH,RAJAMPET,D.A. SATHYA PRABHA,TDP,0,12TH PASS,68,2204833211,593275186
ANDHRA PRADESH,RAJAMPET,KARIMULLA KHAN PATTAN,NAVATARAM PARTY,0,POST GRADUATE,40,,
ANDHRA PRADESH,RAJAMPET,KHADER VALLI SHAIK,IUML,0,10TH PASS,35,25648000,444000
ANDHRA PRADESH,RAJAMPET,M.SHAJAHAN BASHA,INC,2,10TH PASS,48,27400500,5600000
ANDHRA PRADESH,RAJAMPET,MUKRAM SYED,JANASENA PARTY,0,10TH PASS,42,,
ANDHRA PRADESH,RAJAMPET,NARESH KUMAR POOJALA,IND,0,OTHERS,25,73786,0
ANDHRA PRADESH,SRIKAKULAM,RAMMOHANNAIDU KINJARAPU,TDP,1,POST GRADUATE,32,122791042,12000000
ANDHRA PRADESH,SRIKAKULAM,BETHA VIVEKANANDA MAHARAJ,IND,0,GRADUATE,33,133000,0
ANDHRA PRADESH,SRIKAKULAM,DOLA JAGAN MOHANA RAO,INC,0,POST GRADUATE,53,12390000,3846000
ANDHRA PRADESH,SRIKAKULAM,MATTA SATISH CHAKRAVARTHY,PYRAMID PARTY OF INDIA,0,POST GRADUATE,37,,
ANDHRA PRADESH,SRIKAKULAM,METTA RAMARAO,JANASENA PARTY,0,POST GRADUATE,53,63385326,0
ANDHRA PRADESH,SRIKAKULAM,NAIDUGARI RAJASEKHAR,IND,0,POST GRADUATE,35,41500,0
ANDHRA PRADESH,SRIKAKULAM,NAMBALLA KRISHNA MOHAN,IND,1,GRADUATE,44,,
ANDHRA PRADESH,SRIKAKULAM,PERLA SAMBA MURTHY,BJP,0,POST GRADUATE,58,375199993,120000000
ANDHRA PRADESH,TIRUPATI,BALLI DURGAPRASAD RAO,YSRCP,0,GRADUATE PROFESSIONAL,63,17426921,0
ANDHRA PRADESH,TIRUPATI,B RAMESH,VIDUTHALAI CHIRUTHAIGAL KATCHI,0,GRADUATE PROFESSIONAL,43,2124951,398000
ANDHRA PRADESH,TIRUPATI,BOMMI SRIHARI RAO,BJP,0,GRADUATE,44,,
ANDHRA PRADESH,TIRUPATI,CHINTA MOHAN,INC,0,GRADUATE PROFESSIONAL,64,22808300,2007093
ANDHRA PRADESH,TIRUPATI,DOCTOR DAGGUMATI SREEHARI RAO,BSP,0,GRADUATE PROFESSIONAL,52,6045000,5279699
ANDHRA PRADESH,TIRUPATI,K.S. MUNIRATHNAM,IND,0,OTHERS,65,,
ANDHRA PRADESH,TIRUPATI,KARRA SIVA,PYRAMID PARTY OF INDIA,0,12TH PASS,0,15000,0
ANDHRA PRADESH,TIRUPATI,KATTAMANCHI PRABHAKAR,IND,0,POST GRADUATE,51,326587,0
ANDHRA PRADESH,TIRUPATI,"NEERUGUTTU NAGESH, M.A., PHILOSOPHY",JANAPAALANA PARTY (DEMOCRATIC),0,POST GRADUATE,32,1338000,180000
ANDHRA PRADESH,TIRUPATI,PANABAKA LAKSHMI,TDP,0,DOCTORATE,60,94021818,0
ANDHRA PRADESH,TIRUPATI,VIRUVURU SUDHAKAR,VISHWA JANA PARTY,0,GRADUATE PROFESSIONAL,36,,
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,MADDILA GURUMOORTHY,YSRCP,0,GRADUATE PROFESSIONAL,35,4725044,0
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,ALLA. SIVAIAH,IND,0,10TH PASS,42,167000,0
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,BAKKA SAILAJA,NAVARANG CONGRESS PARTY,0,GRADUATE,38,2690000,0
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,BALAPAKEERAIAH ALIAS NANDYAL BALU,ANNA YSR CONGRESS PARTY,0,GRADUATE,40,,
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,BANDARU NAGARAJU,PRAJA EKTHA PARTY,0,POST GRADUATE,26,365000,0
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,BODDU VENKATA KRISHNAIAH,IND,0,POST GRADUATE,56,1271700,0
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,C. PUNYAMOORTHY,IND,2,OTHERS,47,,
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,CHINTA MOHAN,INC,0,GRADUATE PROFESSIONAL,66,23173300,1911420
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,DOCTOR GODA RAMESH KUMAR,NAVATARAM PARTY,0,12TH PASS,37,46429,0
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,GUNDAY PUNENDAR,IND,0,12TH PASS,25,30000,0
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,MANAPATI CHAKRAVARTHI,IND,0,GRADUATE,39,,
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,NANNAM DEENAIAH,IND,0,10TH PASS,45,947000,40000
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,NEERUGUTTU NAGESH,IND,0,POST GRADUATE,33,2360000,450000
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,NELLORE YADAGIRI,CPI(M),0,10TH PASS,54,,
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,PALLE. NAGARAJU,INDIA PRAJA BANDHU PARTY,0,GRADUATE,49,1740000,400000
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,PALLIPATI. RAJA,IND,0,GRADUATE,34,50000,0
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,PERUPOGU VENKATESWARA RAO,IND,0,ILLITERATE,57,877028,211250
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,S. RAJESH,IND,0,12TH PASS,29,25913,134917
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,SANGATI. MANOHAR,MAHAJANA RAJYAM PARTY,0,OTHERS,46,,
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,SHRI VENKATESHWARA MAHA SWAMIJI,HINDUSTAN JANTA PARTY,0,GRADUATE,35,374481101,370000000
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,SYAMDHAN KURAPATI,AIHRA NATIONAL PARTY,1,GRADUATE,48,423865,885126
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,THATIPARTHI BABU,IND,0,POST GRADUATE,35,,
BYE ELECTION ON 17-04-2021 : ANDHRA PRADESH,TIRUPATI,VELURU THEJOVATHI,ANDHRA RASTRA PRAJA SAMITHI,0,GRADUATE PROFESSIONAL,38,220000,0
ANDHRA PRADESH,VIJAYAWADA,SRINIVAS KESINENI,TDP,0,10TH PASS,53,808152415,512332955
ANDHRA PRADESH,VIJAYAWADA,ANDUKURI VIJAYA BHASKAR,INDIA PRAJA BANDHU PARTY,0,GRADUATE PROFESSIONAL,49,5000,0
ANDHRA PRADESH,VIJAYAWADA,BOLISETTY HARI BABU,IND,1,ILLITERATE,60,45608000,10944696
ANDHRA PRADESH,VIJAYAWADA,DILEEP KILARU,BJP,0,GRADUATE PROFESSIONAL,48,,
ANDHRA PRADESH,VIJAYAWADA,GANDHI DHANEKULA,IND,0,10TH PASS,71,10590000,800000
ANDHRA PRADESH,VIJAYAWADA,LURTHU MERI DAILA,MUNDADUGU PRAJA PARTY,0,12TH PASS,43,50000,0
ANDHRA PRADESH,VIJAYAWADA,MADABATHULA CHANDRA SEKHAR,PYRAMID PARTY OF INDIA,0,10TH PASS,31,,
ANDHRA PRADESH,VIJAYAWADA,MOHAMMAD ISHAQ,IND,0,12TH PASS,47,5276961,512010
ANDHRA PRADESH,VIJAYAWADA,MUTTAMASETTY LAKSHMANA SIVA PRASAD BABU,JANASENA PARTY,0,POST GRADUATE,66,33169811,137447
ANDHRA PRADESH,VIJAYAWADA,NARAHARISETTY NARASIMHA RAO,INC,1,GRADUATE PROFESSIONAL,58,19342702,6788257
ANDHRA PRADESH,VIJAYAWADA,PRASAD VEERA POTLURI,YSRCP,1,POST GRADUATE,48,3477616326,209577562
ANDHRA PRADESH,VIJAYAWADA,RIYAZ DADA MIYA SHAIK,IUML,0,10TH PASS,32,,
ANDHRA PRADESH,VIJAYAWADA,SIVA PRASAD PADALA,NAVARANG CONGRESS PARTY,0,10TH PASS,62,1650000,0
ANDHRA PRADESH,VISAKHAPATNAM,M V V SATYANARAYANA,YSRCP,1,10TH PASS,52,2030885624,160030959
ANDHRA PRADESH,VISAKHAPATNAM,ANMISH VARMA,IND,0,POST GRADUATE,26,75000,0
ANDHRA PRADESH,VISAKHAPATNAM,B. JAYA VENU GOPAL,PYRAMID PARTY OF INDIA,0,12TH PASS,30,95000,0
ANDHRA PRADESH,VISAKHAPATNAM,BHARAT MATHUKUMILLI,TDP,0,POST GRADUATE,29,,
ANDHRA PRADESH,VISAKHAPATNAM,DAGGUBATI PURANDESWARI,BJP,0,GRADUATE,58,324038450,34949036
ANDHRA PRADESH,VISAKHAPATNAM,DURGAPRASAD. GUNTU,IND,0,POST GRADUATE,51,3803500,497400
ANDHRA PRADESH,VISAKHAPATNAM,GAMPALA SOMASUNDARAM,IND,0,GRADUATE,76,,
ANDHRA PRADESH,VISAKHAPATNAM,GANNU MALLAYYA,IND,0,GRADUATE,70,2113580,0
ANDHRA PRADESH,VISAKHAPATNAM,GEORGE BANGARI,VIDUTHALAI CHIRUTHAIGAL KATCHI,0,GRADUATE PROFESSIONAL,46,1200000,500000
ANDHRA PRADESH,VISAKHAPATNAM,PEDADA RAMANIKUMARI,INC,0,POST GRADUATE,48,117936000,0
ANDHRA PRADESH,VISAKHAPATNAM,PULAPAKA RAJA SEKHAR,IND,0,GRADUATE,41,,
ANDHRA PRADESH,VISAKHAPATNAM,R. UDAYA GOWRI,IND,0,ILLITERATE,44,6110000,5543000
ANDHRA PRADESH,VISAKHAPATNAM,V.V. LAKSHMI NARAYANA,JANASENA PARTY,0,POST GRADUATE,53,86465496,0
ANDHRA PRADESH,VIZIANAGARAM,BELLANA CHANDRA SEKHAR,YSRCP,4,GRADUATE PROFESSIONAL,57,21035766,11130148
ANDHRA PRADESH,VIZIANAGARAM,ADIRAJU YEDLA,INC,0,POST GRADUATE,52,47214000,3088876
ANDHRA PRADESH,VIZIANAGARAM,ANANDSAGAR POGRU,SAMAANYA PRAJA PARTY,0,8TH PASS,55,4697147,1702000
ANDHRA PRADESH,VIZIANAGARAM,ASHOK GAJAPATHI RAJU PUSAPATI,TDP,0,12TH PASS,67,,
ANDHRA PRADESH,VIZIANAGARAM,DHANALAKOTI RAMANA,IND,0,POST GRADUATE,29,860000,0
ANDHRA PRADESH,VIZIANAGARAM,GOVINDA RAO LAGUDU,JANA JAGRUTI PARTY,0,DOCTORATE,40,,
ANDHRA PRADESH,VIZIANAGARAM,KOVVURI SURYA BHAVANI,PYRAMID PARTY OF INDIA,0,8TH PASS,38,1710000,0
ANDHRA PRADESH,VIZIANAGARAM,LINGALA CHIRANJEEVI,ANDHRA CHAITANYA PARTY,0,12TH PASS,28,330000,0
ANDHRA PRADESH,VIZIANAGARAM,PENTAPATI RAJESH,IND,0,OTHERS,39,50000,16000
ANDHRA PRADESH,VIZIANAGARAM,RAMU NAIDU YIJUROTHU,IND,0,10TH PASS,47,100000,0
ANDHRA PRADESH,VIZIANAGARAM,SANYASI RAJU PAKALAPATI,BJP,0,GRADUATE,60,,
ANDHRA PRADESH,VIZIANAGARAM,VENKATA TRINDHA RAO VELURI,IND,0,GRADUATE PROFESSIONAL,52,94198,0
ANDHRA PRADESH,VIZIANAGARAM,YELLA RAO SIYYADULA,IND,0,12TH PASS,37,57000,0
ARUNACHAL PRADESH,ARUNACHAL EAST,TAPIR GAO,BJP,0,POST GRADUATE,54,136628259,0
ARUNACHAL PRADESH,ARUNACHAL EAST,BANDEY MILI,JD(S),0,12TH PASS,38,12720974,0
ARUNACHAL PRADESH,ARUNACHAL EAST,C. C. SINGPHO,IND,0,GRADUATE,68,27303830,0
ARUNACHAL PRADESH,ARUNACHAL EAST,LOWANGCHA WANGLAT,INC,0,GRADUATE,69,,
ARUNACHAL PRADESH,ARUNACHAL EAST,MONGOL YOMSO,PEOPLES PARTY OF ARUNACHAL,0,12TH PASS,47,10452925,0
ARUNACHAL PRADESH,ARUNACHAL WEST,KIREN RIJIJU,BJP,0,GRADUATE PROFESSIONAL,47,15279000,0
ARUNACHAL PRADESH,ARUNACHAL WEST,JARJUM ETE,JD(S),0,POST GRADUATE,56,38265000,0
ARUNACHAL PRADESH,ARUNACHAL WEST,JOMIN NYOKIR KARA,AIFB,0,GRADUATE,38,23990000,0
ARUNACHAL PRADESH,ARUNACHAL WEST,KHYODA APIK,NPP,1,12TH PASS,42,,
ARUNACHAL PRADESH,ARUNACHAL WEST,NABAM TUKI,INC,1,GRADUATE,51,1002950534,204955775
ARUNACHAL PRADESH,ARUNACHAL WEST,RUMAK JOMOH,IND,0,GRADUATE PROFESSIONAL,32,,
ARUNACHAL PRADESH,ARUNACHAL WEST,SUBU KECHI,PEOPLES PARTY OF ARUNACHAL,0,GRADUATE PROFESSIONAL,45,1955000,0
ASSAM,AUTONOMOUS DISTRICT,HOREN SING BEY,BJP,2,GRADUATE,49,,
ASSAM,AUTONOMOUS DISTRICT,BIREN SINGH ENGTI,INC,0,POST GRADUATE,76,7866276,0
ASSAM,AUTONOMOUS DISTRICT,HOLIRAM TERANG,AUTONOMOUS STATE DEMAND COMMITTEE,0,GRADUATE,61,53785471,5000000
ASSAM,AUTONOMOUS DISTRICT,LIENKHOCHON,NPP,0,8TH PASS,39,6830962,1606436
ASSAM,BARPETA,ABDUL KHALEQUE,INC,0,POST GRADUATE,44,7398753,2703693
ASSAM,BARPETA,ARFAN ALI,IND,0,12TH PASS,37,4771389,0
ASSAM,BARPETA,AROON BAROOA,PURVANCHAL JANTA PARTY (SECULAR),0,POST GRADUATE,62,,
ASSAM,BARPETA,ASHAHAK ALI DEWAN,AITC,0,GRADUATE,65,1360000,0
ASSAM,BARPETA,BHADRESWAR BARMAN,NATIONAL REPUBLICAN CONGRESS,0,12TH PASS,45,80300,0
ASSAM,BARPETA,CHITRALEKHA DAS,SUCI(C),0,GRADUATE PROFESSIONAL,64,,
ASSAM,BARPETA,KUMAR DEEPAK DAS,ASOM GANA PARISHAD,1,GRADUATE PROFESSIONAL,66,23701000,1032000
ASSAM,BARPETA,MATIAR RAHMAN,THE NATIONAL ROAD MAP PARTY OF INDIA,0,10TH PASS,35,503696,0
ASSAM,BARPETA,RAFIQUL ISLAM,AIUDF,2,DOCTORATE,44,3389683,430436
ASSAM,BARPETA,REJAUL KARIM,RPI(A),0,10TH PASS,36,568374,450000
ASSAM,BARPETA,SANIARA PARBIN,VOTERS PARTY INTERNATIONAL,0,GRADUATE,29,,
ASSAM,BARPETA,SANTANU MUKHERJEE,BHARATIYA GANA PARISHAD,0,GRADUATE,44,1205081,0
ASSAM,DHUBRI,BADRUDDIN AJMAL,AIUDF,7,POST GRADUATE,63,788064044,10159381
ASSAM,DHUBRI,ABU TAHER BEPARI,INC,1,POST GRADUATE,52,37395652,2210543
ASSAM,DHUBRI,ALAKESH ROY,HINDUSTHAN NIRMAN DAL,0,GRADUATE,39,2540000,0
ASSAM,DHUBRI,ANAMIKA SARKAR,IND,0,POST GRADUATE,43,,
ASSAM,DHUBRI,JOHIRUL ISLAM KHAN,PURVANCHAL JANTA PARTY (SECULAR),0,GRADUATE,36,478362,0
ASSAM,DHUBRI,MEHBUBAR RAHMAN,RPI(A),0,10TH PASS,46,,
ASSAM,DHUBRI,MIR HUSSAIN SARKAR,IND,0,GRADUATE,28,168201,359305
ASSAM,DHUBRI,NRIPEN DAS,BHARATIYA NATIONAL JANTA DAL,0,10TH PASS,45,60000,0
ASSAM,DHUBRI,RUKUNUR ZAMAN,IND,0,8TH PASS,41,1290000,0
ASSAM,DHUBRI,SHAJAHAN SHEIKH,VOTERS PARTY INTERNATIONAL,0,POST GRADUATE,49,513496,0
ASSAM,DHUBRI,SHUKUR ALI,IND,0,12TH PASS,26,,
ASSAM,DHUBRI,SURAT JAMAN MONDAL,SUCI(C),0,GRADUATE,64,1661652,0
ASSAM,DHUBRI,UTTAM KUMAR RAY,IND,1,GRADUATE,36,63245,0
ASSAM,DHUBRI,ZABED ISLAM,ASOM GANA PARISHAD,0,GRADUATE,51,,
ASSAM,DIBRUGARH,RAMESWAR TELI,BJP,0,10TH PASS,48,4370067,0
ASSAM,DIBRUGARH,APURBA SAIKIA,IND,0,GRADUATE,44,613735,0
ASSAM,DIBRUGARH,BHABEN BARUAH,NPP,1,12TH PASS,59,17339652,0
ASSAM,DIBRUGARH,DR. TITUS BHENGRA,BAHUJAN MUKTI PARTY,0,DOCTORATE,60,,
ASSAM,DIBRUGARH,ISRAIL NANDA,IND,0,10TH PASS,62,8797182,1004704
ASSAM,DIBRUGARH,MD. NURUL HUDA IMDADUL ISLAM SAIKIA,IND,0,GRADUATE,51,7041827,1648
ASSAM,DIBRUGARH,PABAN SINGH GHATOWAR,INC,0,GRADUATE,67,,
ASSAM,DIBRUGARH,RUBUL BURAGOHAIN,IND,0,10TH PASS,43,103362,30000
ASSAM,GAUHATI,QUEEN OJA,BJP,0,GRADUATE,67,630219570,34034178
ASSAM,GAUHATI,ALIMUDDIN AHMED,IND,0,POST GRADUATE,47,7373200,2914356
ASSAM,GAUHATI,BOBBEETA SHARMA,INC,0,POST GRADUATE,52,162399812,17591733
ASSAM,GAUHATI,DR. AVIJIT CHAKRABORTY,BHARATIYA GANA PARISHAD,0,GRADUATE PROFESSIONAL,49,,
ASSAM,GAUHATI,DR. FARUK AHMED BHUYAN,IND,0,OTHERS,40,9272500,200000
ASSAM,GAUHATI,JUNMONI DEVI KHAUND,IND,0,POST GRADUATE,43,344270772,131643595
ASSAM,GAUHATI,MAMONI SARMA,PURVANCHAL JANTA PARTY (SECULAR),0,10TH PASS,55,,
ASSAM,GAUHATI,MANOJ SHARMA,AITC,5,10TH PASS,45,7300018,1833258
ASSAM,GAUHATI,PANKAJ DAS,SWARNA BHARAT PARTY,0,POST GRADUATE,48,59950517,2975976
ASSAM,GAUHATI,RAJIB KAKATI,HINDUSTHAN NIRMAN DAL,0,GRADUATE,46,6786796,2095250
ASSAM,GAUHATI,RATUL KUMAR CHOUDHURY,SP,0,GRADUATE,47,,
ASSAM,GAUHATI,RUBI NEOG,NATIONAL REPUBLICAN CONGRESS,0,GRADUATE,40,167000,0
ASSAM,GAUHATI,SADEK ALI,RPI(A),2,10TH PASS,48,2773226,0
ASSAM,GAUHATI,SRI SHANKHA SINHA,IND,0,12TH PASS,46,,
ASSAM,GAUHATI,UPAMANYU HAZARIKA,IND,0,GRADUATE PROFESSIONAL,53,64530377,2602358
ASSAM,GAUHATI,UTPAL BORGOHAIN,IND,0,GRADUATE,62,7796625,60000
ASSAM,JORHAT,TOPON KUMAR GOGOI,BJP,0,POST GRADUATE,50,12597461,455398
ASSAM,JORHAT,ARBIN KUMAR BORUAH,IND,0,10TH PASS,34,5857886,0
ASSAM,JORHAT,KAMALA RAJ KONWAR,NPP,0,10TH PASS,60,18839210,0
ASSAM,JORHAT,KANAK GOGOI,CPI,0,POST GRADUATE,42,,
ASSAM,JORHAT,NANDITA NAG,IND,0,POST GRADUATE,47,10558481,6000000
ASSAM,JORHAT,RAJ KUMAR DUWARA,AIFB,0,10TH PASS,53,1130000,0
ASSAM,JORHAT,RIBULAYA GOGOI,AITC,0,GRADUATE,38,,
ASSAM,JORHAT,SUSHANTA BORGOHAIN,INC,0,GRADUATE,44,21516244,0
ASSAM,KALIABOR,GAURAV GOGOI,INC,0,POST GRADUATE,36,13727834,1250000
ASSAM,KALIABOR,ABDUL AZIZ,NPP,0,GRADUATE,60,3594488,0
ASSAM,KALIABOR,MD. HARIQUL ISLAM BHUYAN,ASOM JANA MORCHA,0,GRADUATE PROFESSIONAL,51,,
ASSAM,KALIABOR,MONI MADHAB MAHANTA,ASOM GANA PARISHAD,0,POST GRADUATE,41,2750757,0
ASSAM,KALIABOR,SHREE DIGANTA KUMAR SAIKIA,HINDUSTHAN NIRMAN DAL,1,10TH PASS,48,16212412,0
ASSAM,KALIABOR,SRI BHASKAR SARMAH,IND,0,12TH PASS,33,,
ASSAM,KALIABOR,SRI JITEN GOGOI,IND,1,8TH PASS,57,90303570,1100000
ASSAM,KARIMGANJ,KRIPANATH MALLAH,BJP,0,GRADUATE,46,1871040,0
ASSAM,KARIMGANJ,AJOY KUMAR SARKAR,AIFB,0,12TH PASS,64,288098,0
ASSAM,KARIMGANJ,ANUPAM SINGHA,IND,0,12TH PASS,34,190360,0
ASSAM,KARIMGANJ,CHANDAN DAS,AITC,0,12TH PASS,27,,
ASSAM,KARIMGANJ,HIRALAL RABIDAS,IND,0,8TH PASS,43,5453171,0
ASSAM,KARIMGANJ,NIKHIL RANJAN DAS,HINDUSTHAN NIRMAN DAL,0,10TH PASS,50,,
ASSAM,KARIMGANJ,PARIKSHIT ROY,IND,0,10TH PASS,48,790000,0
ASSAM,KARIMGANJ,PROBASH CHANDRA SARKAR,SUCI(C),0,12TH PASS,47,143000,0
ASSAM,KARIMGANJ,RADHESHYAM BISWAS,AIUDF,0,12TH PASS,66,12170204,0
ASSAM,KARIMGANJ,RAJU DAS,IND,0,GRADUATE,43,717404,0
ASSAM,KARIMGANJ,RAMNARAYAN SUKLABAIDYA,IND,0,5TH PASS,59,,
ASSAM,KARIMGANJ,SATYAJIT DAS,IND,0,10TH PASS,35,80000,50000
ASSAM,KARIMGANJ,SWARUP DAS,INC,1,GRADUATE,37,9106386,4782191
ASSAM,KOKRAJHAR,NABA KUMAR SARANIA,IND,5,12TH PASS,50,,
ASSAM,KOKRAJHAR,BIRAJ DEKA,CPI(M),0,POST GRADUATE,26,1533900,248000
ASSAM,KOKRAJHAR,CHARAN ISWARY,PURVANCHAL JANTA PARTY (SECULAR),0,10TH PASS,39,565596,25000
ASSAM,KOKRAJHAR,PRAMILA RANI BRAHMA,BODOLAND PEOPLES FRONT,0,GRADUATE,69,44714985,0
ASSAM,KOKRAJHAR,PRASANJIT KUMAR DAS,IND,0,10TH PASS,32,496809,0
ASSAM,KOKRAJHAR,RAJESH NARZARY,VOTERS PARTY INTERNATIONAL,0,12TH PASS,45,,
ASSAM,KOKRAJHAR,RANJOY KR. BRAHMA,IND,0,POST GRADUATE,30,102438,0
ASSAM,KOKRAJHAR,SABDA RAM RABHA,INC,0,GRADUATE PROFESSIONAL,50,5327404,200000
ASSAM,LAKHIMPUR,PRADAN BARUAH,BJP,0,12TH PASS,53,,
ASSAM,LAKHIMPUR,AMIYA KUMAR HANDIQUE,CPI(M),0,POST GRADUATE,65,633000,0
ASSAM,LAKHIMPUR,ANIL BORGOHAIN,INC,0,10TH PASS,51,51185000,0
ASSAM,LAKHIMPUR,ANUP PRATIM BORBARUAH,NCP,0,POST GRADUATE,51,,
ASSAM,LAKHIMPUR,ARUP KALITA,CPI,0,GRADUATE PROFESSIONAL,51,2519069,0
ASSAM,LAKHIMPUR,BHUPEN NARAH,VOTERS PARTY INTERNATIONAL,0,POST GRADUATE,56,746500,0
ASSAM,LAKHIMPUR,DILIP MORAN,ASSAM DRISTI PARTY,0,12TH PASS,52,,
ASSAM,LAKHIMPUR,HEM KANTA MIRI,SUCI(C),0,GRADUATE PROFESSIONAL,37,256271,0
ASSAM,LAKHIMPUR,MD AMBAZ UDDIN,IND,0,10TH PASS,51,100000,0
ASSAM,LAKHIMPUR,PROBHU LAL VAISNAVA,IND,0,12TH PASS,44,1900000,324000
ASSAM,LAKHIMPUR,UBAIDUR RAHMAN,ASOM JANA MORCHA,0,5TH PASS,36,2690160,0
ASSAM,MANGALDOI,SHRI DILIP SAIKIA,BJP,0,GRADUATE,45,6206286,0
ASSAM,MANGALDOI,AINUL HAQUE,ASOM JANA MORCHA,0,10TH PASS,36,2000000,0
ASSAM,MANGALDOI,BHUBANESWAR KALITA,INC,0,POST GRADUATE,67,126699173,0
ASSAM,MANGALDOI,GANDHESWAR MOCHAHARI,VOTERS PARTY INTERNATIONAL,0,12TH PASS,47,,
ASSAM,MANGALDOI,JAYANTA KUMAR KALITA,IND,0,GRADUATE,41,4160000,155000
ASSAM,MANGALDOI,KAZI NEKIB AHMED,IND,0,GRADUATE,60,17022000,0
ASSAM,MANGALDOI,MANI RAM BASUMATARI,HINDUSTHAN NIRMAN DAL,0,10TH PASS,41,,
