State,Constituency,Candidate,Party,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities
UTTAR PRADESH,CHANDAULI,LIYAKAT ALI,IND,0,GRADUATE PROFESSIONAL,68,,
UTTAR PRADESH,CHANDAULI,MAHENDER YADAV,PRAGATISHEEL MANAV SAMAJ PARTY,0,GRADUATE PROFESSIONAL,63,1810000,0
UTTAR PRADESH,CHANDAULI,MAHENDRA PRATAP SINGH,AL-HIND PARTY,0,12TH PASS,67,5008000,0
UTTAR PRADESH,CHANDAULI,RAMGOVIND,SUHELDEV BHARTIYA SAMAJ PARTY,0,GRADUATE PROFESSIONAL,32,197703,9917
UTTAR PRADESH,CHANDAULI,SANJAY SINGH CHAUHAN,SP,2,POST GRADUATE,43,4015011,369000
UTTAR PRADESH,CHANDAULI,SHIV KANYA KUSHWAHA,JAN ADHIKAR PARTY,2,5TH PASS,52,,
UTTAR PRADESH,CHANDAULI,SHIVRATRI,PRITHVIRAJ JANSHAKTI PARTY,0,5TH PASS,67,490000,0
UTTAR PRADESH,DEORIA,RAMAPATI RAM TRIPATHI,BJP,1,GRADUATE PROFESSIONAL,69,29451678,9310684
UTTAR PRADESH,DEORIA,BIRJA,PEACE PARTY,0,LITERATE,46,1240000,0
UTTAR PRADESH,DEORIA,BRIJENDRA MANI TRIPATHI,IND,1,GRADUATE,51,8367500,0
UTTAR PRADESH,DEORIA,CHANDAN KUMAR YADAV,RASHTRIYA ULAMA COUNCIL,2,GRADUATE,31,,
UTTAR PRADESH,DEORIA,ISRAR AHAMAD,BHARATIYA AAVAAM EKTA PARTY,0,GRADUATE,45,5762743,0
UTTAR PRADESH,DEORIA,JITENDRA,SUHELDEV BHARTIYA SAMAJ PARTY,0,LITERATE,43,10545500,0
UTTAR PRADESH,DEORIA,MANOJ KUMAR MISHRA,MANUVADI PARTY,0,GRADUATE,45,,
UTTAR PRADESH,DEORIA,ONKAR SINGH,SAMAJWADI SAMAJ PARTY,0,POST GRADUATE,43,59793984,1500000
UTTAR PRADESH,DHAURAHRA,REKHA VERMA,BJP,3,12TH PASS,45,24735488,7095916
UTTAR PRADESH,DHAURAHRA,ANIL KUMAR,BAHUJAN AWAM PARTY,0,POST GRADUATE,48,1767409,0
UTTAR PRADESH,DHAURAHRA,ARSHAD ILIYAS SIDDIQUI,BSP,7,10TH PASS,63,524986176,176677024
UTTAR PRADESH,DHAURAHRA,BALJEET KAUR,HINDUSTHAN NIRMAN DAL,0,LITERATE,33,,
UTTAR PRADESH,DHAURAHRA,KUNWAR JITIN PRASADA,INC,0,POST GRADUATE,42,121801005,0
UTTAR PRADESH,DHAURAHRA,MALKHAN SINGH RAJPOOT,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,5TH PASS,76,11450000,0
UTTAR PRADESH,DHAURAHRA,MUKESH KUMAR,SHS,0,12TH PASS,59,,
UTTAR PRADESH,DHAURAHRA,REETU VERMA,IND,1,GRADUATE,41,8210000,0
UTTAR PRADESH,DOMARIYAGANJ,JAGDAMBIKA PAL,BJP,3,POST GRADUATE,68,103366710,2838478
UTTAR PRADESH,DOMARIYAGANJ,AFTAB ALAM,BSP,3,GRADUATE,37,63242772,19391778
UTTAR PRADESH,DOMARIYAGANJ,ARJUN SINGH LODHI,BAHUJAN MUKTI PARTY,0,POST GRADUATE,50,5236000,0
UTTAR PRADESH,DOMARIYAGANJ,BRIJESH KUMAR,JANHIT KISAN PARTY,0,LITERATE,46,,
UTTAR PRADESH,DOMARIYAGANJ,CHANDRASH,INC,0,POST GRADUATE,37,64076173,24438446
UTTAR PRADESH,DOMARIYAGANJ,KESHARI NANDAN,SABKA DAL UNITED,0,8TH PASS,35,,
UTTAR PRADESH,DOMARIYAGANJ,KESHAV,SUHELDEV BHARTIYA SAMAJ PARTY,0,8TH PASS,36,2893000,600000
UTTAR PRADESH,DOMARIYAGANJ,SANJAY KUMAR CHAUHAN,NAGRIK EKTA PARTY,0,GRADUATE,44,273900,389500
UTTAR PRADESH,ETAH,RAJVEER SINGH,BJP,0,GRADUATE PROFESSIONAL,58,383629735,100220000
UTTAR PRADESH,ETAH,ANAND PRAKASH SINGH RAJPUT,RASHTRIYA BACKWARD PARTY,0,POST GRADUATE,54,7723000,0
UTTAR PRADESH,ETAH,ANUJ KUMAR,SUBHASHWADI BHARTIYA SAMAJWADI PARTY (SUBHAS,0,POST GRADUATE,34,94000,0
UTTAR PRADESH,ETAH,ASHOK KUMAR,IND,2,GRADUATE,55,,
UTTAR PRADESH,ETAH,ATAR SINGH,RASHTRIYA SHOSHIT SAMAJ PARTY,0,POST GRADUATE,59,7891600,445000
UTTAR PRADESH,ETAH,BHARAT SINGH,RASHTRIYA KRANTI PARTY,1,GRADUATE,58,1550000,190000
UTTAR PRADESH,ETAH,HARIOM,IND,0,12TH PASS,47,,
UTTAR PRADESH,ETAH,INDRAPAL,RASHTRIYA SURYA PRAKASH PARTY,0,LITERATE,56,1102500,0
UTTAR PRADESH,ETAH,KU. DEVENDRA SINGH YADAV,SP,0,DOCTORATE,70,2046415655,53156203
UTTAR PRADESH,ETAH,PARVATI NANDAN,RASHTRIYA BHARATIYA JAN JAN PARTY,0,POST GRADUATE,53,7020269,0
UTTAR PRADESH,ETAH,RASHMI YADAV,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,DOCTORATE,45,,
UTTAR PRADESH,ETAH,SATENDRA KUMAR PANDA,IND,0,12TH PASS,65,20993298,3218593
UTTAR PRADESH,ETAH,SURAJ SINGH,JAN ADHIKAR PARTY,0,POST GRADUATE,77,13594065,103328
UTTAR PRADESH,ETAWAH,DR RAM SHANKAR KATHERIA,BJP,12,DOCTORATE,54,,
UTTAR PRADESH,ETAWAH,AJAY KUMAR,BHARTIYA JAN NAYAK PARTY,2,POST GRADUATE,35,4205000,0
UTTAR PRADESH,ETAWAH,AKSHASH KRISHNA,PICHHRA SAMAJ PARTY,0,GRADUATE,30,343500,0
UTTAR PRADESH,ETAWAH,ARTI DEVI,MAHASANKALP JANTA PARTY,0,12TH PASS,29,,
UTTAR PRADESH,ETAWAH,ASHOK KUMAR DOHARE,INC,0,GRADUATE,45,24398780,1900000
UTTAR PRADESH,ETAWAH,DALVEER SINGH,IND,0,GRADUATE,26,111321,33000
UTTAR PRADESH,ETAWAH,KAMLESH KUMAR,SP,0,GRADUATE,35,11207526,2190246
UTTAR PRADESH,ETAWAH,LALTA PRASAD,VOTERS PARTY INTERNATIONAL,0,5TH PASS,54,3546200,40000
UTTAR PRADESH,ETAWAH,SANJAY KUMAR,IND,0,GRADUATE PROFESSIONAL,46,4364623,0
UTTAR PRADESH,ETAWAH,SHAMBHU DAYAL,PRAGATISHIL SAMAJWADI PARTY (LOHIA),2,GRADUATE,61,42060422,9949035
UTTAR PRADESH,ETAWAH,SITA,BHARTIYA SHAKTI CHETNA PARTY,0,5TH PASS,0,,
UTTAR PRADESH,FAIZABAD,LALLU SINGH,BJP,1,POST GRADUATE,64,,
UTTAR PRADESH,FAIZABAD,ANAND SEN,SP,8,12TH PASS,55,43920899,1560431
UTTAR PRADESH,FAIZABAD,ASHA DEVI,LOK DAL,0,12TH PASS,25,67265,0
UTTAR PRADESH,FAIZABAD,KAMLESH TIWARI,IND,8,GRADUATE,43,,
UTTAR PRADESH,FAIZABAD,KANCHAN YADAV,MOULIK ADHIKAR PARTY,0,POST GRADUATE,34,3474829,1200000
UTTAR PRADESH,FAIZABAD,LAL MANI TRIPATHI (BHAI SAHAB),IND,0,POST GRADUATE,55,8741915,0
UTTAR PRADESH,FAIZABAD,MAHESH TIWARI,SHS,0,POST GRADUATE,46,21813345,1534016
UTTAR PRADESH,FAIZABAD,MANOJ KUMAR MISHRA,IND,0,12TH PASS,28,1575000,0
UTTAR PRADESH,FAIZABAD,RAJBAHADUR URF RAJAN PANDEY,IND,0,12TH PASS,45,28366730,500000
UTTAR PRADESH,FAIZABAD,SHARAD KUMAR,IND,0,GRADUATE,34,788716,0
UTTAR PRADESH,FAIZABAD,SHER AFGAN,BHARAT PRABHAT PARTY,0,10TH PASS,44,,
UTTAR PRADESH,FAIZABAD,VIJAY SHANKAR PANDEY,LOK GATHBANDHAN PARTY,0,POST GRADUATE,62,15509419,2400000
UTTAR PRADESH,FARRUKHABAD,MUKESH RAJPUT,BJP,0,GRADUATE,50,,
UTTAR PRADESH,FARRUKHABAD,LUXMAN,SHS,2,GRADUATE PROFESSIONAL,58,2512801,0
UTTAR PRADESH,FARRUKHABAD,MANOJ AGARWAL,BSP,2,GRADUATE,54,547843588,174106490
UTTAR PRADESH,FARRUKHABAD,RAHUL KUMAR,IND,0,POST GRADUATE,29,613256,0
UTTAR PRADESH,FARRUKHABAD,SALMAN KHURSHID,INC,1,POST GRADUATE,66,384280845,0
UTTAR PRADESH,FARRUKHABAD,SANJAY KUMAR,IND,0,10TH PASS,47,,
UTTAR PRADESH,FARRUKHABAD,SHREE KRISHAN,MAZDOOR DALIT KISAAN MAHILA GAREEB PARTY (HIN,0,12TH PASS,56,23595341,0
UTTAR PRADESH,FARRUKHABAD,UDAY PAL SINGH,PRAGATISHIL SAMAJWADI PARTY (LOHIA),10,GRADUATE,42,12175857,320000
UTTAR PRADESH,FATEHPUR,SADHVI NIRANJAN JYOTI,BJP,0,12TH PASS,52,,
UTTAR PRADESH,FATEHPUR,ASHOK KUMAR,JANHIT BHARAT PARTY,0,12TH PASS,56,3273573,0
UTTAR PRADESH,FATEHPUR,BENI PRASAD,IND,0,GRADUATE,61,300000,0
UTTAR PRADESH,FATEHPUR,JUBER AHMAD,IND,0,12TH PASS,44,,
UTTAR PRADESH,FATEHPUR,KAMTA PRASAD,IND,0,12TH PASS,36,238000,0
UTTAR PRADESH,FATEHPUR,MAHESH CHANDRA SAHU,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,GRADUATE,42,30086078,11191125
UTTAR PRADESH,FATEHPUR,RAJKUMAR,VIKAS INSAF PARTY,0,GRADUATE,40,,
UTTAR PRADESH,FATEHPUR,RAKESH SACHAN,INC,8,POST GRADUATE,63,350670770,67794880
UTTAR PRADESH,FATEHPUR,RAM KUMAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),0,GRADUATE,68,3586000,387000
UTTAR PRADESH,FATEHPUR,SUKHDEV PRASAD,BSP,0,8TH PASS,62,74544921,4500729
UTTAR PRADESH,FATEHPUR SIKRI,RAJKUMAR CHAHAR,BJP,3,GRADUATE,52,,
UTTAR PRADESH,FATEHPUR SIKRI,ANIL KUMAR KUSHWAHA,IND,0,GRADUATE,37,4693000,0
UTTAR PRADESH,FATEHPUR SIKRI,ARTI SHARMA,IND,0,12TH PASS,36,803000,0
UTTAR PRADESH,FATEHPUR SIKRI,MANISHA SINGH,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,12TH PASS,44,,
UTTAR PRADESH,FATEHPUR SIKRI,NARESH KUMAR,IND,0,NOT GIVEN,38,30000,0
UTTAR PRADESH,FATEHPUR SIKRI,NAWAB GUL CHAMAN SHERWANI,VANCHITSAMAJ INSAAF PARTY,1,8TH PASS,36,37255,0
UTTAR PRADESH,FATEHPUR SIKRI,PASTAR THOMSAN MASSY,IND,0,8TH PASS,43,,
UTTAR PRADESH,FATEHPUR SIKRI,PURUSHOTTAM DAS (FAUZI BHAI),IND,0,GRADUATE,59,3951427,0
UTTAR PRADESH,FATEHPUR SIKRI,RAJ BABBAR,INC,4,GRADUATE,68,182861705,12294927
UTTAR PRADESH,FATEHPUR SIKRI,RAM BAHORI,IND,0,5TH PASS,49,5387104,0
UTTAR PRADESH,FATEHPUR SIKRI,SADAB NOOR,ADARSH SAMAJ PARTY,0,NOT GIVEN,32,20000,0
UTTAR PRADESH,FATEHPUR SIKRI,SARVESH KUMAR,BHARATIYA MAJDOOR JANTA PARTY,0,GRADUATE PROFESSIONAL,29,,
UTTAR PRADESH,FATEHPUR SIKRI,SATENDAR,AAM JANTA PARTY (INDIA),0,POST GRADUATE,28,69000,0
UTTAR PRADESH,FATEHPUR SIKRI,SHREEBHAGWAN SHARMA,BSP,6,10TH PASS,44,13718806,0
UTTAR PRADESH,FATEHPUR SIKRI,VIJAY SINGH BAGHEL,RASHTRIYA SHOSHIT SAMAJ PARTY,0,12TH PASS,67,,
UTTAR PRADESH,FIROZABAD,DR. CHANDRA SEN JADON,BJP,0,GRADUATE PROFESSIONAL,68,,
UTTAR PRADESH,FIROZABAD,AKSHAY YADAV,SP,0,GRADUATE PROFESSIONAL,32,321157801,50358593
UTTAR PRADESH,FIROZABAD,CHAUDHARY BASHEER,IND,10,8TH PASS,42,27548145,1654024
UTTAR PRADESH,FIROZABAD,RAJVEER,IND,0,10TH PASS,47,175385,0
UTTAR PRADESH,FIROZABAD,SHIVPAL SINGH YADAV,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,GRADUATE PROFESSIONAL,64,99833148,12918796
UTTAR PRADESH,FIROZABAD,UPENDRA SINGH RAJPUT,BHARATIYA KISAN PARIVARTAN PARTY,0,GRADUATE PROFESSIONAL,0,,
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,DR. MAHESH SHARMA,BJP,0,GRADUATE PROFESSIONAL,59,478759568,43863749
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,ASHOK KUMAR ADHANA,IND,0,10TH PASS,37,4400000,42735
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,DAYARAM,AAPKI APNI PARTY (PEOPLES),0,10TH PASS,42,106300,21400
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,DR. ARVIND KUMAR SINGH,INC,0,DOCTORATE,30,,
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,JAGDEEP SINGH,LOKTANTRIK JANSHAKTI PARTY,0,GRADUATE PROFESSIONAL,38,3850000,0
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,JITENDRA SINGH,PRAGATISHIL SAMAJWADI PARTY (LOHIA),1,12TH PASS,48,,
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,RAGHUVENDRA KUMAR,SUBHASHWADI BHARTIYA SAMAJWADI PARTY,0,POST GRADUATE,48,4768026,3200000
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,RAMPAL,RASHTRIYA SAMAJ PAKSHA,0,POST GRADUATE,34,774000,0
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,SATVEER,BSP,1,8TH PASS,42,53581678,7070674
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,SHER SINGH UPADDHAYA,RASHTRIYA JANTA PARTY,0,8TH PASS,51,1651000,0
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,VINOD KUMAR NAGAR,RASHTRIYA BHARATIYA JAN JAN PARTY,1,POST GRADUATE,38,,
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,VINOD SHARMA,ALL INDIAN RAJIV CONGRESS PARTY,0,12TH PASS,46,4683847,0
UTTAR PRADESH,GHAZIABAD,VIJAY KUMAR SINGH,BJP,2,DOCTORATE,67,,
UTTAR PRADESH,GHAZIABAD,AMIT SHARMA,IND,0,10TH PASS,37,4775000,341233
UTTAR PRADESH,GHAZIABAD,ASHOK SHARMA,SUBHASHWADI BHARTIYA SAMAJWADI PARTY,0,POST GRADUATE,62,11721492,0
UTTAR PRADESH,GHAZIABAD,DIVYA YOG MAYA SARASWATI,RASHTRIYA BHARATIYA JAN JAN PARTY,2,ILLITERATE,51,,
UTTAR PRADESH,GHAZIABAD,DOLLY SHARMA,INC,0,POST GRADUATE,34,21001366,0
UTTAR PRADESH,GHAZIABAD,MOHAN LAL,RPI(A),0,GRADUATE PROFESSIONAL,60,19023713,0
UTTAR PRADESH,GHAZIABAD,MOHD. SALIM AHMED,SABSE ACHCHHI PARTY,0,LITERATE,50,,
UTTAR PRADESH,GHAZIABAD,NAGENDRA KUMAR,SHS,0,GRADUATE,50,4392354,785000
UTTAR PRADESH,GHAZIABAD,RAKESH SURI,RIGHT TO RECALL PARTY,0,GRADUATE,42,157942,0
UTTAR PRADESH,GHAZIABAD,SUNIL NAIR,RASHTRIYA LOK SARVADHIKAR PARTY,3,ILLITERATE,38,150000,0
UTTAR PRADESH,GHAZIABAD,SURESH BANSAL,SP,0,POST GRADUATE,76,138522059,17300000
UTTAR PRADESH,GHAZIPUR,AFZAL ANSARI,BSP,5,POST GRADUATE,65,137938756,0
UTTAR PRADESH,GHAZIPUR,AJIT PRATAP KUSHAWAHA,INC,1,GRADUATE PROFESSIONAL,46,15733302,6807639
UTTAR PRADESH,GHAZIPUR,BHANU PRAKASH PANDEY,CPI,0,DOCTORATE,57,,
UTTAR PRADESH,GHAZIPUR,BHARAT,JANTA RAJ PARTY,0,12TH PASS,49,10215600,150000
UTTAR PRADESH,GHAZIPUR,BRIJENDRA KUMAR VERMA,KISAN MAZDOOR SANGHARSH PARTY,0,POST GRADUATE,35,2513400,500000
UTTAR PRADESH,GHAZIPUR,DR. RAJESH KUMAR SINGH,BHARTIYA JAN NAYAK PARTY,1,OTHERS,47,,
UTTAR PRADESH,GHAZIPUR,HRIDAYA NARAYAN,IND,0,12TH PASS,56,43019165,292165
UTTAR PRADESH,GHAZIPUR,ISHWARI PRASAD KUSHWAHA,CPI(ML)(L),2,GRADUATE PROFESSIONAL,58,6620093,0
UTTAR PRADESH,GHAZIPUR,RAJESH KUMAR YADAV,PRAGATISHEEL MANAV SAMAJ PARTY,0,12TH PASS,36,20778237,600000
UTTAR PRADESH,GHAZIPUR,RAM PRAVESH,MOULIK ADHIKAR PARTY,0,GRADUATE,34,5831000,0
UTTAR PRADESH,GHAZIPUR,RAMJI,SUHELDEV BHARTIYA SAMAJ PARTY,0,GRADUATE,59,,
UTTAR PRADESH,GHAZIPUR,SANTOSH KUMAR YADAV,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,POST GRADUATE,38,5868106,0
UTTAR PRADESH,GHAZIPUR,VED PRAKASH,NATIONALIST JANSHAKTI PARTY,0,POST GRADUATE,43,1090000,0
UTTAR PRADESH,GHOSI,ATUL KUMAR SINGH,BSP,13,GRADUATE,36,66536025,3454591
UTTAR PRADESH,GHOSI,ABUSHAD,AKHAND SAMAJ PARTY,0,LITERATE,47,371500,0
UTTAR PRADESH,GHOSI,ATUL KUMAR SINGH,CPI,0,GRADUATE PROFESSIONAL,64,,
UTTAR PRADESH,GHOSI,BAL KRISHNA,INC,2,POST GRADUATE,70,11158421,673100
UTTAR PRADESH,GHOSI,GEETA,AMBEDKAR SAMAJ PARTY,2,LITERATE,40,137786,0
UTTAR PRADESH,GHOSI,HARINARAYAN,BJP,0,LITERATE,78,,
UTTAR PRADESH,GHOSI,KISHAN LAL,RASHTRIYA KRANTIKARI SAMAJWADI PARTY,0,12TH PASS,46,1585000,0
UTTAR PRADESH,GHOSI,MAHENDRA,SUHELDEV BHARTIYA SAMAJ PARTY,0,10TH PASS,53,10613500,0
UTTAR PRADESH,GHOSI,PRAVEEN KUMAR SINGH,PROUTIST SARVA SAMAJ,1,GRADUATE PROFESSIONAL,45,938000,0
UTTAR PRADESH,GHOSI,RAJESH KUMAR GOND,GONDVANA GANTANTRA PARTY,0,10TH PASS,44,165000,0
UTTAR PRADESH,GHOSI,SANTOSH,IND,0,POST GRADUATE,37,,
UTTAR PRADESH,GHOSI,SHEFKAT TAKI,PEACE PARTY,0,GRADUATE,40,3800000,700000
UTTAR PRADESH,GHOSI,SURYA KUMAR,IND,0,10TH PASS,32,1861000,150000
UTTAR PRADESH,GONDA,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,BJP,0,POST GRADUATE,53,232735285,23201603
UTTAR PRADESH,GONDA,ASMAN DATT MISHRA,BHARAT PRABHAT PARTY,0,12TH PASS,55,6869702,200000
UTTAR PRADESH,GONDA,DHANI RAM CHAUDHRI,RASHTRIYA JANSAMBHAVNA PARTY,0,ILLITERATE,29,50600,0
UTTAR PRADESH,GONDA,HAFIZ ALI,PEACE PARTY,4,GRADUATE,42,,
UTTAR PRADESH,GONDA,KRISHNA PATEL,INC,0,12TH PASS,62,157585039,50520999
UTTAR PRADESH,GONDA,MAHESH SINGH,IND,0,10TH PASS,51,,
UTTAR PRADESH,GONDA,MO JAVED ANSARI,VISHWA MANAV SAMAJ KALYAN PARISHAD,0,5TH PASS,36,90000,42404
UTTAR PRADESH,GONDA,MOHD ARBI,IND,0,GRADUATE PROFESSIONAL,39,178790,0
UTTAR PRADESH,GONDA,NARENDRA SINGH,IND,0,GRADUATE,49,5174312,0
UTTAR PRADESH,GONDA,PEER ALI KHAN,KISAN MAZDOOR SANGHARSH PARTY,0,8TH PASS,43,86000,171000
UTTAR PRADESH,GONDA,"QUTUBUDDIN KHAN ""DIMOND""",PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,12TH PASS,45,,
UTTAR PRADESH,GONDA,RADHEYSHYAM,SUHELDEV BHARTIYA SAMAJ PARTY,0,8TH PASS,33,928690,90000
UTTAR PRADESH,GONDA,VINOD KUMAR ALIAS PANDIT SINGH,SP,4,12TH PASS,52,26080396,3500000
UTTAR PRADESH,GONDA,VINOD KUMAR SINGH,IND,2,GRADUATE PROFESSIONAL,39,,
UTTAR PRADESH,GORAKHPUR,RAVINDRA SHYAMNARAYAN SHUKLA ALIAS RAVI KISHAN,BJP,0,12TH PASS,51,208494688,17711043
UTTAR PRADESH,GORAKHPUR,ABHISHEK CHAND,SUHELDEV BHARTIYA SAMAJ PARTY,0,POST GRADUATE,30,545000,0
UTTAR PRADESH,GORAKHPUR,AWADHESH KUMAR SINGH,SHANE HIND FOURM,0,DOCTORATE,63,124554884,4190656
UTTAR PRADESH,GORAKHPUR,DR ASHISH KUMAR SINGH,CPI,0,GRADUATE PROFESSIONAL,40,,
UTTAR PRADESH,GORAKHPUR,JAI PRAKASH MISHRA,RASHTRAWADI PARTY OF INDIA,0,GRADUATE,52,13665000,0
UTTAR PRADESH,GORAKHPUR,JITENDRA KUMAR,JWALA DAL,0,12TH PASS,31,15560000,0
UTTAR PRADESH,GORAKHPUR,MADHUSUDAN TRIPATHI,INC,1,GRADUATE PROFESSIONAL,65,,
UTTAR PRADESH,GORAKHPUR,RAMBHUAL NISHAD,SP,7,GRADUATE,58,39717782,2100000
UTTAR PRADESH,GORAKHPUR,SUBHASH CHANDRA DUBEY,SOCIALIST PARTY (INDIA),0,POST GRADUATE,73,851680,0
UTTAR PRADESH,HAMIRPUR,KUNWAR PUSHPENDRA SINGH,BJP,4,POST GRADUATE,45,167159924,35502582
UTTAR PRADESH,HAMIRPUR,DILIP SINGH,BSP,0,GRADUATE,42,161787422,22026230
UTTAR PRADESH,HAMIRPUR,KAMLESH KUMAR,IND,0,GRADUATE,26,2715000,675695
UTTAR PRADESH,HAMIRPUR,KAMTA PRASAD,IND,0,12TH PASS,52,,
UTTAR PRADESH,HAMIRPUR,KEDARNATH,BAHUJAN MUKTI PARTY,0,GRADUATE PROFESSIONAL,64,23400000,0
UTTAR PRADESH,HAMIRPUR,MADHURAJ,IND,0,12TH PASS,30,,
UTTAR PRADESH,HAMIRPUR,PRITAM SINGH,INC,0,POST GRADUATE,64,28424501,15460966
UTTAR PRADESH,HAMIRPUR,RAJESH,IND,0,10TH PASS,53,2205400,0
UTTAR PRADESH,HAMIRPUR,SANJAY KUMAR SAHU,IND,1,GRADUATE,43,123746239,12041195
UTTAR PRADESH,HAMIRPUR,SARJU LAL,IND,0,8TH PASS,69,4447262,0
UTTAR PRADESH,HAMIRPUR,SURESH CHANDRA,RASHTRIYA KRANTI PARTY,0,8TH PASS,39,,
UTTAR PRADESH,HARDOI,JAI PRAKASH,BJP,0,GRADUATE,61,234032624,2615368
UTTAR PRADESH,HARDOI,AVDHESH KUMAR,IND,0,POST GRADUATE,46,911651,0
UTTAR PRADESH,HARDOI,BHAIYA LAL,IND,0,10TH PASS,46,20500,0
UTTAR PRADESH,HARDOI,CHOTTE LAL,IND,0,5TH PASS,65,,
UTTAR PRADESH,HARDOI,MAHENDRA PAL VERMA,BAHUJAN AWAM PARTY,0,12TH PASS,60,5816000,0
UTTAR PRADESH,HARDOI,RAM CHANDRA,BHARTIYA KRISHAK DAL,0,POST GRADUATE,52,,
UTTAR PRADESH,HARDOI,SAHAB SINGH,PEOPLES PARTY OF INDIA (DEMOCRATIC),0,GRADUATE,49,2053900,0
UTTAR PRADESH,HARDOI,SANJAY BHARATIYA,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,POST GRADUATE,50,10818915,5870000
UTTAR PRADESH,HARDOI,USHA VERMA,SP,0,POST GRADUATE,55,42403277,1060839
UTTAR PRADESH,HARDOI,VIRENDRA KUMAR,INC,0,GRADUATE,46,12864500,14762567
UTTAR PRADESH,HATHRAS,RAJVIR DILER,BJP,0,12TH PASS,61,14930000,0
UTTAR PRADESH,HATHRAS,BHUPENDRA KUMAR,RASHTRIYA SHOSHIT SAMAJ PARTY,0,12TH PASS,31,3222056,821000
UTTAR PRADESH,HATHRAS,DINESH SAI,IND,0,GRADUATE,27,564824,0
UTTAR PRADESH,HATHRAS,HARSWAROOP,IND,0,8TH PASS,58,,
UTTAR PRADESH,HATHRAS,RAJARAM,LOK DAL,0,GRADUATE,65,794348,0
UTTAR PRADESH,HATHRAS,RAMJI LAL SUMAN,SP,2,GRADUATE PROFESSIONAL,68,,
UTTAR PRADESH,HATHRAS,TILAK SINGH,IND,0,10TH PASS,61,2622200,0
UTTAR PRADESH,HATHRAS,TRILOKI RAM,INC,0,GRADUATE,71,118225490,9510364
UTTAR PRADESH,JALAUN,BHANU PRATAP SINGH,BJP,1,POST GRADUATE,60,10699516,12265
UTTAR PRADESH,JALAUN,AJAY SINGH,BSP,0,12TH PASS,46,19137271,661326
UTTAR PRADESH,JALAUN,BRAJLAL KHABRI,INC,0,POST GRADUATE,56,,
UTTAR PRADESH,JALAUN,RAM SINGH,CPI(ML)(L),0,8TH PASS,51,588000,0
UTTAR PRADESH,JALAUN,SHRAVAN KUMAR PAL,RASHTRIYA SHOSHIT SAMAJ PARTY,0,12TH PASS,55,33942093,1500000
UTTAR PRADESH,JAUNPUR,SHYAM SINGH YADAV,BSP,0,POST GRADUATE,65,140717620,3577000
UTTAR PRADESH,JAUNPUR,AJAY KUMAR SHARMA,MOULIK ADHIKAR PARTY,0,POST GRADUATE,41,2329000,0
UTTAR PRADESH,JAUNPUR,ANIL,HUM SABKI PARTY,0,10TH PASS,43,2630000,0
UTTAR PRADESH,JAUNPUR,ASHOK KUMAR,IND,0,GRADUATE,51,,
UTTAR PRADESH,JAUNPUR,BRIJESH KUMAR,SUHELDEV BHARTIYA SAMAJ PARTY,0,12TH PASS,29,1981152,0
UTTAR PRADESH,JAUNPUR,COM. ASHOK KUMAR KHARWAR,SUCI(C),0,LITERATE,60,2297800,0
UTTAR PRADESH,JAUNPUR,DEO VRAT MISHRA,INC,0,GRADUATE PROFESSIONAL,48,,
UTTAR PRADESH,JAUNPUR,KRISHNA PRATAP SINGH,BJP,0,DOCTORATE,42,113972361,1751674
UTTAR PRADESH,JAUNPUR,MADHAVENDRA PUSHKAR SINGH,IND,0,GRADUATE PROFESSIONAL,38,9232000,0
UTTAR PRADESH,JAUNPUR,NAVIN,VOTERS PARTY INTERNATIONAL,0,GRADUATE,30,1021950,0
UTTAR PRADESH,JAUNPUR,PRADEEP KUMAR PANDEY,IND,3,12TH PASS,32,1868488,0
UTTAR PRADESH,JAUNPUR,RAJESH KUMAR,RASHTRIYA SAMAJ PAKSHA,0,10TH PASS,43,,
UTTAR PRADESH,JAUNPUR,RUKAMANI DEVI,PRAGATISHEEL MANAV SAMAJ PARTY,0,LITERATE,63,612000,0
UTTAR PRADESH,JAUNPUR,SANGEETA DEVI,PRAGATISHIL SAMAJWADI PARTY (LOHIA),0,12TH PASS,44,4100000,0
