State,Constituency,Candidate,Party,Gender,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities,Source_URL,Year
ANDHRA PRADESH,RAJAHMUNDRY,BHANU CHANDAR KURUVELLA,INDEPENDENT,,0,,39.0,"9,70,320",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,RAJAHMUNDRY,JALLI BALA NAVEENA,INDEPENDENT,,0,,43.0,"10,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,RAJAHMUNDRY,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,UMABALA GUDURI,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,,0,,57.0,"8,88,48,578",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,K.B.R.NAIDU,INDIAN NATIONAL CONGRESS,,0,,64.0,"5,81,06,670",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,PRASANNA KUMAR UNDURTHI,INDEPENDENT,,1,,32.0,"55,99,489",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,SIRRA RAJU,BAHUJAN SAMAJ PARTY,,0,,56.0,"21,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,MEDAPATI VENKATA VARAHALA REDDY,INDEPENDENT,,0,,49.0,"3,07,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,BALAGAM NAYAKAR,INDEPENDENT,,0,,51.0,"4,53,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,NALLI RAJESH,INDEPENDENT,,3,,41.0,"73,03,031",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,KETHA SREENU,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,OLETY NAGENDRA KRISHNA,JAIBHIM RAO BHARAT PARTY,,0,,55.0,"1,25,87,802",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,ADDEPALLI VEERA VENKAT SUBBA RAO,INDEPENDENT,,0,,36.0,"2,75,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,ANAND CHANDULAL JASTI,INDEPENDENT,,0,,68.0,"3,26,29,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,GANJI PURNIMA,REPUBLICAN PARTY OF INDIA (A),,0,,41.0,"11,22,085",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,GEDALA LAXMANA RAO,INDEPENDENT,,0,,46.0,"16,02,823",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,ADDANKI DORABABU,INDEPENDENT,,0,,54.0,"34,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,GOTTUMUKKALA SHIVAJI,INDEPENDENT,,3,,53.0,"2,17,22,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,ADINARAYANA DUPPANAPUDI,INDEPENDENT,,0,,46.0,"1,05,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,MANNE LEELA RAMA NARENDRA,PYRAMID PARTY OF INDIA,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,RAMA DURGA PRASAD THOLETI,INDEPENDENT,,0,,36.0,"71,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,RUKHMINI,INDEPENDENT,,0,,67.0,"4,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,ADABALA SIVA,INDEPENDENT,,2,,40.0,"50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARASAPUR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,PUTTA MAHESH KUMAR,TELUGU DESAM,,1,,36.0,"72,08,51,715",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,KARUMURI SUNIL KUMAR,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,,0,,33.0,"27,04,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,KAVURI LAVANYA,INDIAN NATIONAL CONGRESS,,0,,47.0,"36,79,09,925",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,AJAY BABU BODA,NAVARANG CONGRESS PARTY,,0,,32.0,"70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,NITTA AKHILA DHARANI PAL,BAHUJAN SAMAJ PARTY,,0,,65.0,"1,92,54,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,BOKINALA KOTESWARA RAO,INDEPENDENT,,0,,42.0,"21,47,964",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,RUDRAPAKA RATNA RAO (R.R.R),ANDHRA RASTRA PRAJA SAMITHI,,0,,70.0,"5,20,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,KANDAVALLI JEEVA DEVA DAYAKAR,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,AGASTEEN KOMMINA,INDEPENDENT,,0,,41.0,"8,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),LIBERATION CONGRESS PARTY,,0,,49.0,"6,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,RAJESWARA RAO KONDRU,BHARATHEEYA JAWAN KISAN PARTY,,0,,44.0,"55,90,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,GODUGUPATI VEERA RAGHAVULU,PYRAMID PARTY OF INDIA,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,BYRABOYINA MALYADRI,BHARATHA CHAITANYA YUVAJANA PARTY,,0,,55.0,"1,21,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ELURU,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,BALASHOWRY VALLABHANENI,JANASENA PARTY,,2,,55.0,"1,33,72,14,564",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,SIMHADRI CHANDRA SEKHAR RAO,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,GOLLU KRISHNA,INDIAN NATIONAL CONGRESS,,0,,60.0,"2,50,66,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,BAAL SHOURI CHODABATHINA,JATIYA JANA SENA PARTY,,0,,66.0,"71,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,DEVAMANI DEVARAPALLI,BAHUJAN SAMAJ PARTY,,0,,46.0,"10,75,88,446",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,KOMMARAJU SIVA NARASIMHA RAO,ALL INDIA FORWARD BLOC,,0,,63.0,"25,61,380",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,VALLABHANENI NAGA PAVAN KUMAR,INDEPENDENT,,0,,34.0,"17,46,072",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,MARADANI K R SWAMY,JAI MAHA BHARATH PARTY,,0,,39.0,"1,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,GANDHI DHANEKULA,INDEPENDENT,,0,,77.0,"21,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,PAMULA BALA SOWRYAMMA,INDEPENDENT,,0,,34.0,"1,60,216",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,ANUSHA YERUVA,INDEPENDENT,,0,,25.0,"11,75,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,GUDAVALLI VENKATA KEDARESWARA RAO,INDEPENDENT,,0,,55.0,"32,68,367",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,JOGI VEERANJANEYULU,INDEPENDENT,,5,,32.0,"17,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,DAMODARA RAO GUDAVALLI,INDEPENDENT,,0,,58.0,"1,08,35,978",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,APPARAO ENNETI,INDEPENDENT,,0,,51.0,"1,23,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,MACHILIPATNAM,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,KESINENI SIVANATH (CHINNI),TELUGU DESAM,,0,,55.0,"29,20,66,245",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,KESINENI SRINIVAS (NANI),YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,,1,,58.0,"77,32,92,381",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,BHARGAV VALLURU,INDIAN NATIONAL CONGRESS,,0,,36.0,"12,96,53,183",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,KRISHNA KISHORE YANAMANDRA,NAVATARAM PARTY,,0,,50.0,"12,04,389",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,VENKATA ASHOK PAPPURI,INDEPENDENT,,0,,27.0,"50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,MEKA VENKATESWARA RAO,BAHUJAN SAMAJ PARTY,,0,,50.0,"25,51,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,ANIL KUMAR MADDINENI,INDEPENDENT,,0,,45.0,"33,55,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),TELUGU RAJADHIKARA SAMITI PARTY,,3,,37.0,"68,80,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,SYED KHAMURUNNISA,NAVARANG CONGRESS PARTY,,0,,34.0,"1,08,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,CHAGANTIPATI GANGADHAR GANDHI,PYRAMID PARTY OF INDIA,,0,,49.0,"43,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,DATLA LURTHU MERI,JAIBHIM RAO BHARAT PARTY,,1,,51.0,"1,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,PERAM SIVA NAGESWARA RAO,REPUBLICAN PARTY OF INDIA (ATHAWALE),,0,,55.0,"6,92,19,943",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,DEVARASETTY RAVEENDRA BABU,ANDHRA RASTRA PRAJA SAMITHI,,0,,49.0,"3,79,21,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,GUJJULA LALITHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,61.0,"14,86,282",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,N DASARADHA RAMI REDDY,ALL INDIA JAIHIND PARTY,,0,,70.0,"1,11,55,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,CHINTHALACHERUVU HEMALATHA,JAI MAHA BHARATH PARTY,,0,,46.0,"62,26,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,VIJAYAWADA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,DR CHANDRA SEKHAR PEMMASANI,TELUGU DESAM,,1,,48.0,"57,05,47,27,538",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,KILARI VENKATA ROSAIAH,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,,0,,57.0,"78,08,11,167",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,JANGALA AJAY KUMAR,COMMUNIST PARTY OF INDIA,,14,,57.0,"41,87,807",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,SIVAREDDY. ENDREDDY,NAVATARAM PARTY,,0,,63.0,"7,28,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,TENALI PRAKASH,BAHUJAN SAMAJ PARTY,,0,,48.0,"5,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,SIKHAKOLLI HEMA GOWRI SHANKAR,JATIYA JANA SENA PARTY,,0,,31.0,"10,05,309",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,SAMUDRALA CHINNA KOTAIAH,JAIBHIM RAO BHARAT PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,UMAR BHASHA SHAIK,JANA SAHAYAKA SAKTHI,,0,,34.0,"2,80,50,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,SYED. SAIDA,NAVARANG CONGRESS PARTY,,0,,31.0,"3,87,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,AMBATI CHALAMAIAH,PYRAMID PARTY OF INDIA,,0,,58.0,"2,90,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,PILLI BABU RAO,INDEPENDENT,,0,,66.0,"31,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,HARI VENKATA SATISH KURNALA,JAI BHARAT NATIONAL PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,VISHNU REDDY LANKIREDDY,BENGALURU NAVA NIRMANA PARTY,,0,,33.0,"16,45,64,426",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,EMANI. CHANDRASEKHAR RAO,NAVODAYAM PARTY,,0,,58.0,"1,66,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,SHAIK. KHAJAVALI,INDEPENDENT,,0,,39.0,"17,30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,CHALLAPALLI RATAN RAJU,VIDUTHALAI CHIRUTHAIGAL KATCHI,,0,,37.0,"45,91,026",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,KANNEBOYINA VAMSI KRISHNA YADAV,INDEPENDENT,,0,,33.0,"11,59,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,ANDHRA PRADESH RASHTRA SAMITHI,,0,,49.0,"48,80,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,GAYATRI AUDHIPUDI,INDEPENDENT,,0,,55.0,"1,71,20,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,SHAIK ASLAM AKTHER,INDEPENDENT,,0,,50.0,"31,07,222",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,ASHOK ANAND GALI,INDEPENDENT,,0,,39.0,"73,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,PATHAN KHAJA (BASHA),TELUGU RAJADHIKARA SAMITI PARTY,,0,,45.0,"2,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,BURAGA RATNAM,LOKTANTRIK JANTA DAL,,0,,53.0,"4,70,13,655",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,AMARTHALURI VENKATESWARA RAO.,MARXIST COMMUNIST PARTY OF INDIA (UNITED),,4,,56.0,"2,21,10,958",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,DR. RAYAPUDI RAJESH VIJAY KUMAR,INDIAN LABOUR PARTY (AMBEDKAR PHULE),,0,,40.0,"40,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,INDEPENDENT,,0,,49.0,"2,78,99,398",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,SIVA PARVATHI,INDEPENDENT,,0,,34.0,"24,30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,BOMMASANI MUTYALA RAO,ALL PEOPLES PARTY,,0,,74.0,"1,15,51,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,SRIKRISHNA AKKISETTI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,MADAVARAPU NAGA RAJU,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,GUNTUR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,LAVU SRIKRISHNA DEVARAYALU,TELUGU DESAM,,0,,41.0,"56,65,48,466",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,ANIL KUMAR POLUBOINA,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,,0,,44.0,"11,06,67,086",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,GARNEPUDI ALEXANDER SUDHAKAR,INDIAN NATIONAL CONGRESS,,0,,55.0,"1,76,61,990",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,ORSU PREMARAJU,BAHUJAN SAMAJ PARTY,,0,,61.0,"1,04,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,KUCHIPUDI JOHN BABU,JAIBHIM RAO BHARAT PARTY,,0,,51.0,"5,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,GARLAPATI SUBHASH PREM,REVOLUTIONARY SOCIALIST PARTY,,0,,31.0,"77,812",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,YAMPATI VEERANJANEYA REDDY,INDEPENDENT,,0,,51.0,"87,93,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,SUBBARAO CHALLA,INDEPENDENT,,16,,40.0,"81,23,180",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,ABDUL RAJAK SHAIK,INDEPENDENT,,0,,48.0,"1,19,64,145",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,KOTA POTHURAJU,PYRAMID PARTY OF INDIA,,0,,53.0,"21,18,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,P VENKATESH,JAATHIA CHETHI VRUTHULA IKYA VEDIKA PARTY,,0,,50.0,"11,07,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,PASUPULETI PICHAIAH,NATIONAL NAVA KRANTHI PARTY,,0,,37.0,"35,30,250",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,PAPPULA SAMBASIVA RAO,NAVARANG CONGRESS PARTY,,0,,54.0,"2,09,477",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,DOCTOR GODA RAMESH KUMAR,JATIYA JANA SENA PARTY,,0,,40.0,"13,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,THOKALA NAGA RAJU,ALL INDIA FORWARD BLOC,,0,,40.0,"30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,NARSARAOPET,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,KRISHNA PRASAD TENNETI,TELUGU DESAM,,0,,64.0,"15,57,57,943",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,NANDIGAM SURESH BABU,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,,3,,46.0,"3,23,70,631",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,J.D. SEELAM,INDIAN NATIONAL CONGRESS,,0,,72.0,"27,69,54,926",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,DOKKA JAGAN MOHANA RAO,BAHUJAN SAMAJ PARTY,,0,,61.0,"30,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,NALAMALA TIRUPATI RAO,NAVATARAM PARTY,,0,,46.0,"2,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,BUSSA. NAGARAJU,INDEPENDENT,,4,,34.0,"11,15,600",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,GADDE. VIJAYA LAKSHMI,INDEPENDENT,,0,,34.0,"15,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,KATTAPOGU. VIJAY KUMAR,PYRAMID PARTY OF INDIA,,0,,57.0,"11,71,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,KONDRU KIRAN KUMAR,INDEPENDENT,,2,,47.0,"75,55,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,KATTA ANAND BABU,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,MERUGUPALA SADASIVA RAO,INDIA PRAJA BANDHU PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,KATTA HEMANAND,INDEPENDENT,,0,,43.0,"9,86,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,PARRE. KOTAIAH,JAIBHIM RAO BHARAT PARTY,,4,,41.0,"1,70,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,PALADUG VIJENDRA RAO (BAHUJAN),LIBERATION CONGRESS PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,CHINNAM MURALIDHAR,ALL PEOPLES PARTY,,0,,67.0,"30,36,500",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,BAPATLA,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ONGOLE,MAGUNTA SREENIVASULU REDDY,TELUGU DESAM,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
ANDHRA PRADESH,ONGOLE,DR CHEVIREDDY BHASKAR REDD,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,,11,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
