State,Constituency,Candidate,Party,Gender,Criminal_Cases,Education,Age,Total_Assets,Total_Liabilities,Source_URL,Year
UTTARAKHAND,NAINITAL,RAMESH KUMAR MAX,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,NAINITAL,AMAR SINGH SAINI,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,NAINITAL,JEEVAN CHANDRA UPRETI,BHARAT KI LOK JIMMEDAR PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,NAINITAL,SHIB SINGH,UTTARAKHAND KRANTI DAL,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,NAINITAL,SURENDRA SINGH,BHARTIYA SHAKTI CHETNA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,NAINITAL,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,TRIVENDRA SINGH RAWAT,BHARATIYA JANATA PARTY,,0,,63.0,"6,75,52,039",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,VIRENDRA RAWAT,INDIAN NATIONAL CONGRESS,,0,,48.0,"10,90,50,326",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,UMESH KUMAR PATRAKAR,INDEPENDENT,,4,,46.0,"75,56,17,093",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,JAMIL AHMAD,BAHUJAN SAMAJ PARTY,,3,,62.0,"1,65,13,669",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,BALBIR SINGH BHANDARI,UTTARAKHAND SAMANTA PARTY,,0,,65.0,"22,62,664",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,MOHAN SINGH ASWAL,UTTARAKHAND KRANTI DAL,,0,,52.0,"2,65,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,VIJAY KUMAR,INDEPENDENT,,0,,55.0,"81,87,970",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,PAWAN KASHYAP,INDEPENDENT,,0,,32.0,"35,49,299",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,KARAN SINGH SAINI ENGINEER,INDEPENDENT,,0,,66.0,"14,10,75,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,AKRAM HUSSAIN,INDEPENDENT,,0,,51.0,"61,14,918",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,LALIT KUMAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,36.0,"1,46,546",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,SURESH PAL,BHARTIYA RASHTRIYA EKTA DAL,,0,,49.0,"1,25,456",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,ASHISH DHYANI,INDEPENDENT,,0,,36.0,"3,30,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,AVNISH KUMAR,INDEPENDENT,,0,,25.0,"1,45,187",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
UTTARAKHAND,HARIDWAR,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,BISHNU PADA RAY,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,KULDEEP RAI SHARMA,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,MANOJ PAUL,ANDAMAN NICOBAR DEMOCRATIC CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,D AYYAPPAN,COMMUNIST PARTY OF INDIA (MARXIST),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,V.K. ABDUL AZIZ,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,K J B SELVARAJ,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,DR ARUN KUMAR MALLIK,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,RINKU MALA MONDAL,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,K VENKAT RAM BABU,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,USHA KUMARI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,SALAMAT MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,ANAND RAMNATH ARLEKAR,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
A&N ISLANDS,A&N ISLANDS,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,MANISH TEWARI,INDIAN NATIONAL CONGRESS,,0,,58.0,"29,68,42,688",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,SANJAY TANDON,BHARATIYA JANATA PARTY,,0,,60.0,"1,11,86,20,819",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,RITU SINGH,BAHUJAN SAMAJ PARTY,,8,,35.0,"7,11,443",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,LAKHVIR SINGH ALIAS KOTLA,INDEPENDENT,,0,,57.0,"1,26,20,848",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,DEEPANSHU SHARMA,AKHIL BHARTIYA PARIVAR PARTY,,0,,37.0,"59,68,238",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,EX-ASSISTANT COMMANDANT RANPREET SINGH,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,VINOD KUMAR,INDEPENDENT,,0,,50.0,"2,66,013",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,SUNIL THAMAN,HARYANA JANSENA PARTY,,0,,63.0,"1,77,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,BALJEET SINGH ALIAS LADDI,INDEPENDENT,,0,,40.0,"13,90,590",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,SUNIL KUMAR,INDEPENDENT,,0,,49.0,"60,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,PARTAP SINGH RANA,INDEPENDENT,,0,,65.0,"2,80,11,750",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,MAHANT RAVI KANT MUNI,INDEPENDENT,,0,,46.0,"1,48,00,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,VIVEK SHARMA,INDEPENDENT,,0,,39.0,"19,56,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,PIAR CHAND ALIAS KOUNDAL,INDEPENDENT,,0,,47.0,"61,72,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,KISHOR KUMAR ALIAS BANTI BHAIYA,INDEPENDENT,,0,,46.0,"4,01,700",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,RAJINDER KAUR,SAINIK SAMAJ PARTY,,0,,54.0,"1,36,02,800",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,RAJ PRINCE SINGH,SUPER POWER INDIA PARTY,,0,,35.0,"1,02,60,000",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,PUSHPINDER SINGH ALIAS LOVELY ATTAWA,INDEPENDENT,,0,,47.0,"3,01,242",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,KULDIP RAI ALIAS HAPPY SOOD MORINDA,INDEPENDENT,,0,,53.0,"16,08,089",,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
CHANDIGARH,CHANDIGARH,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,PATEL UMESHBHAI BABUBHAI,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,LALUBHAI BABUBHAI PATEL,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,KETAN DAHYABHAI PATEL,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,UMESH PATEL,NAVSARJAN BHARAT PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,SAKIL LATIF KHAN,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,IDRISH G MULLA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,PATEL UMESHBHAI BABU,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DAMAN & DIU,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DADRA & NAGAR HAVELI,DELKAR KALABEN MOHANBHAI,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DADRA & NAGAR HAVELI,AJIT RAMJIBHAI MAHALA,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DADRA & NAGAR HAVELI,KURADA DEEPAKBHAI,BHARAT ADIVASI PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DADRA & NAGAR HAVELI,BORSA SANDIPBHAI S,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DADRA & NAGAR HAVELI,SHAILESHBHAI VARTHA,INDEPENDENT,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
DADRA & NAGAR HAVELI AND DAMAN & DIU,DADRA & NAGAR HAVELI,NOTA,NONE OF THE ABOVE,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,PRAVEEN KHANDELWAL,BHARATIYA JANATA PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,JAI PRAKASH AGARWAL,INDIAN NATIONAL CONGRESS,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,ABUL KALAM AZAD,BAHUJAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,UMESH RATHOR,ATULYA BHARAT PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,SEEMA RIZVI,AZAD SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,SHAIK JALEEL,NAVARANG CONGRESS PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,MD NAZIR,AMAN SAMAJ PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,SATYA DEV CHAUDHARY,SATYA BAHUMAT PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,RITU KAUSHIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,SAMEER MIRZA,RASHTRIYA REPUBLICAN PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,SOHARSH GULGULIA JAIN,SWARAJ BHARTIYA NYAY PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,SHYAM BHARTEEY,GAREEB AADMI PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,GULJAR SINGH,PEOPLES PARTY OF INDIA (DEMOCRATIC),,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
NCT OF DELHI,CHANDNI CHOWK,YOGENDER SINGH,BHARATIYA LIBERAL PARTY,,0,,,,,"ADR annexures (assets + criminal cases), Lok Sabha Elections 2024",2024
